i,t,c,sys,stage,value
Anhui,2001,maize,spring,sowing,175.77401967213115
Anhui,2001,maize,summer,growing,209.6606141304348
Anhui,2001,maize,summer,harvesting,162.31405245901638
Anhui,2001,maize,summer,sowing,225.8917387096774
Anhui,2001,rice,single,growing,211.1136954248366
Anhui,2001,rice,single,harvesting,125.55426451612902
Anhui,2001,rice,single,sowing,181.59042333333335
Anhui,2001,soybean,single,growing,209.6606141304348
Anhui,2001,soybean,single,harvesting,162.31405245901638
Anhui,2001,soybean,single,sowing,225.8917387096774
Anhui,2001,wheat,winter,growing,132.37778873239438
Anhui,2001,wheat,winter,harvesting,193.28406666666666
Anhui,2001,wheat,winter,sowing,124.8492213114754
Anhui,2002,maize,spring,growing,202.0857836956522
Anhui,2002,maize,spring,harvesting,201.00695161290324
Anhui,2002,maize,spring,sowing,143.3071213114754
Anhui,2002,maize,summer,growing,214.77985652173913
Anhui,2002,maize,summer,harvesting,159.29245081967213
Anhui,2002,maize,summer,sowing,163.33421935483872
Anhui,2002,rice,single,growing,197.19911307189543
Anhui,2002,rice,single,harvesting,140.9188
Anhui,2002,rice,single,sowing,151.24579666666665
Anhui,2002,soybean,single,growing,214.77985652173913
Anhui,2002,soybean,single,harvesting,159.29245081967213
Anhui,2002,soybean,single,sowing,163.33421935483872
Anhui,2002,wheat,winter,growing,121.89664528301887
Anhui,2002,wheat,winter,harvesting,219.59767000000002
Anhui,2002,wheat,winter,sowing,162.31405245901638
Anhui,2003,maize,spring,growing,202.92812717391303
Anhui,2003,maize,spring,harvesting,165.38814516129034
Anhui,2003,maize,spring,sowing,139.8721049180328
Anhui,2003,maize,summer,growing,194.9915902173913
Anhui,2003,maize,summer,harvesting,140.54128360655739
Anhui,2003,maize,summer,sowing,188.94173870967742
Anhui,2003,rice,single,growing,187.1644
Anhui,2003,rice,single,harvesting,120.42855806451612
Anhui,2003,rice,single,sowing,143.66123000000002
Anhui,2003,soybean,single,growing,194.9915902173913
Anhui,2003,soybean,single,harvesting,140.54128360655739
Anhui,2003,soybean,single,sowing,188.94173870967742
Anhui,2003,wheat,winter,growing,121.2099608490566
Anhui,2003,wheat,winter,harvesting,216.14317
Anhui,2003,wheat,winter,sowing,159.29245081967213
Anhui,2004,maize,spring,growing,211.02054347826086
Anhui,2004,maize,spring,harvesting,180.94408387096775
Anhui,2004,maize,spring,sowing,170.58068852459016
Anhui,2004,maize,summer,growing,207.5409043478261
Anhui,2004,maize,summer,harvesting,154.99704098360655
Anhui,2004,maize,summer,sowing,191.27075483870968
Anhui,2004,rice,single,growing,195.3441202614379
Anhui,2004,rice,single,harvesting,148.07502258064517
Anhui,2004,rice,single,sowing,198.81021
Anhui,2004,soybean,single,growing,207.5409043478261
Anhui,2004,soybean,single,harvesting,154.99704098360655
Anhui,2004,soybean,single,sowing,191.27075483870968
Anhui,2004,wheat,winter,growing,134.67977924528302
Anhui,2004,wheat,winter,harvesting,207.64914333333334
Anhui,2004,wheat,winter,sowing,140.54128360655739
Anhui,2005,maize,spring,growing,208.63559673913045
Anhui,2005,maize,spring,harvesting,156.93422580645162
Anhui,2005,maize,spring,sowing,177.52839672131148
Anhui,2005,maize,summer,growing,194.20728478260867
Anhui,2005,maize,summer,harvesting,132.90388524590165
Anhui,2005,maize,summer,sowing,199.75373225806453
Anhui,2005,rice,single,growing,185.64808954248366
Anhui,2005,rice,single,harvesting,121.36823225806451
Anhui,2005,rice,single,sowing,203.15144
Anhui,2005,soybean,single,growing,194.20728478260867
Anhui,2005,soybean,single,harvesting,132.90388524590165
Anhui,2005,soybean,single,sowing,199.75373225806453
Anhui,2005,wheat,winter,growing,131.8501469483568
Anhui,2005,wheat,winter,harvesting,230.65126666666666
Anhui,2005,wheat,winter,sowing,154.99704098360655
Anhui,2006,maize,spring,growing,197.68381413043477
Anhui,2006,maize,spring,harvesting,224.71832580645162
Anhui,2006,maize,spring,sowing,168.0658180327869
Anhui,2006,maize,summer,growing,206.98465760869567
Anhui,2006,maize,summer,harvesting,145.39718852459015
Anhui,2006,maize,summer,sowing,197.11582258064516
Anhui,2006,rice,single,growing,195.66119607843137
Anhui,2006,rice,single,harvesting,131.8143387096774
Anhui,2006,rice,single,sowing,177.99058666666667
Anhui,2006,soybean,single,growing,206.98465760869567
Anhui,2006,soybean,single,harvesting,145.39718852459015
Anhui,2006,soybean,single,sowing,197.11582258064516
Anhui,2006,wheat,winter,growing,126.91370566037736
Anhui,2006,wheat,winter,harvesting,212.51915
Anhui,2006,wheat,winter,sowing,132.90388524590165
Anhui,2007,maize,spring,growing,198.83672608695653
Anhui,2007,maize,spring,harvesting,191.0159774193548
Anhui,2007,maize,spring,sowing,160.6261524590164
Anhui,2007,maize,summer,growing,187.52656739130435
Anhui,2007,maize,summer,harvesting,135.6855114754098
Anhui,2007,maize,summer,sowing,224.58160967741935
Anhui,2007,rice,single,growing,188.031554248366
Anhui,2007,rice,single,harvesting,120.07943548387097
Anhui,2007,rice,single,sowing,186.87777666666668
Anhui,2007,soybean,single,growing,187.52656739130435
Anhui,2007,soybean,single,harvesting,135.6855114754098
Anhui,2007,soybean,single,sowing,224.58160967741935
Anhui,2007,wheat,winter,growing,132.10507735849055
Anhui,2007,wheat,winter,harvesting,188.98255
Anhui,2007,wheat,winter,sowing,145.39718852459015
Anhui,2008,maize,spring,growing,198.95255217391303
Anhui,2008,maize,spring,harvesting,184.47997096774193
Anhui,2008,maize,spring,sowing,161.35427540983608
Anhui,2008,maize,summer,growing,185.34855
Anhui,2008,maize,summer,harvesting,134.06532459016393
Anhui,2008,maize,summer,sowing,224.8531387096774
Anhui,2008,rice,single,growing,186.49459607843139
Anhui,2008,rice,single,harvesting,118.2846935483871
Anhui,2008,rice,single,sowing,164.13963333333334
Anhui,2008,soybean,single,growing,185.34855
Anhui,2008,soybean,single,harvesting,134.06532459016393
Anhui,2008,soybean,single,sowing,224.8531387096774
Anhui,2008,wheat,winter,growing,137.28343018867923
Anhui,2008,wheat,winter,harvesting,169.42686333333333
Anhui,2008,wheat,winter,sowing,135.6855114754098
Anhui,2009,maize,spring,growing,206.86739782608694
Anhui,2009,maize,spring,harvesting,169.9152193548387
Anhui,2009,maize,spring,sowing,157.6628868852459
Anhui,2009,maize,summer,growing,196.65767391304348
Anhui,2009,maize,summer,harvesting,136.00604262295082
Anhui,2009,maize,summer,sowing,200.21504516129033
Anhui,2009,rice,single,growing,185.20707777777778
Anhui,2009,rice,single,harvesting,137.38251935483873
Anhui,2009,rice,single,sowing,183.39170666666666
Anhui,2009,soybean,single,growing,196.65767391304348
Anhui,2009,soybean,single,harvesting,136.00604262295082
Anhui,2009,soybean,single,sowing,200.21504516129033
Anhui,2009,wheat,winter,growing,127.01798591549294
Anhui,2009,wheat,winter,harvesting,215.31973000000002
Anhui,2009,wheat,winter,sowing,134.06532459016393
Anhui,2010,maize,spring,growing,193.2937956521739
Anhui,2010,maize,spring,harvesting,212.14472580645162
Anhui,2010,maize,spring,sowing,143.44426229508198
Anhui,2010,maize,summer,growing,203.84857934782607
Anhui,2010,maize,summer,harvesting,129.51602459016394
Anhui,2010,maize,summer,sowing,180.82085161290323
Anhui,2010,rice,single,growing,184.42694640522876
Anhui,2010,rice,single,harvesting,130.40872258064516
Anhui,2010,rice,single,sowing,158.67469
Anhui,2010,soybean,single,growing,203.84857934782607
Anhui,2010,soybean,single,harvesting,129.51602459016394
Anhui,2010,soybean,single,sowing,180.82085161290323
Anhui,2010,wheat,winter,growing,116.78511320754717
Anhui,2010,wheat,winter,harvesting,219.82192666666666
Anhui,2010,wheat,winter,sowing,136.00604262295082
Anhui,2011,maize,spring,growing,196.70188478260872
Anhui,2011,maize,spring,harvesting,159.96175483870968
Anhui,2011,maize,spring,sowing,186.47694262295084
Anhui,2011,maize,summer,growing,180.5105097826087
Anhui,2011,maize,summer,harvesting,128.83099508196722
Anhui,2011,maize,summer,sowing,208.01357741935485
Anhui,2011,rice,single,growing,177.10032352941175
Anhui,2011,rice,single,harvesting,123.15254838709677
Anhui,2011,rice,single,sowing,210.58035333333333
Anhui,2011,soybean,single,growing,180.5105097826087
Anhui,2011,soybean,single,harvesting,128.83099508196722
Anhui,2011,soybean,single,sowing,208.01357741935485
Anhui,2011,wheat,winter,growing,146.73070283018868
Anhui,2011,wheat,winter,harvesting,182.18436666666668
Anhui,2011,wheat,winter,sowing,129.51602459016394
Anhui,2012,maize,spring,growing,214.75158804347828
Anhui,2012,maize,spring,harvesting,188.32232903225807
Anhui,2012,maize,spring,sowing,154.9427524590164
Anhui,2012,maize,summer,growing,211.0442293478261
Anhui,2012,maize,summer,harvesting,153.3312786885246
Anhui,2012,maize,summer,sowing,199.3248129032258
Anhui,2012,rice,single,growing,201.0593973856209
Anhui,2012,rice,single,harvesting,135.04059677419355
Anhui,2012,rice,single,sowing,192.91735666666668
Anhui,2012,soybean,single,growing,211.0442293478261
Anhui,2012,soybean,single,harvesting,153.3312786885246
Anhui,2012,soybean,single,sowing,199.3248129032258
Anhui,2012,wheat,winter,growing,123.06567216981132
Anhui,2012,wheat,winter,harvesting,211.60801333333333
Anhui,2012,wheat,winter,sowing,128.83099508196722
Anhui,2013,maize,spring,growing,207.80953369565216
Anhui,2013,maize,spring,harvesting,218.90325161290323
Anhui,2013,maize,spring,sowing,175.48559180327868
Anhui,2013,maize,summer,growing,217.22766521739132
Anhui,2013,maize,summer,harvesting,155.5281180327869
Anhui,2013,maize,summer,sowing,190.95266774193547
Anhui,2013,rice,single,growing,201.2212699346405
Anhui,2013,rice,single,harvesting,148.54318709677418
Anhui,2013,rice,single,sowing,204.25973666666667
Anhui,2013,soybean,single,growing,217.22766521739132
Anhui,2013,soybean,single,harvesting,155.5281180327869
Anhui,2013,soybean,single,sowing,190.95266774193547
Anhui,2013,wheat,winter,growing,129.56659483568075
Anhui,2013,wheat,winter,harvesting,200.25861
Anhui,2013,wheat,winter,sowing,153.3312786885246
Anhui,2014,maize,spring,growing,210.6972456521739
Anhui,2014,maize,spring,harvesting,154.5262322580645
Anhui,2014,maize,spring,sowing,155.36423770491803
Anhui,2014,maize,summer,growing,191.28969347826086
Anhui,2014,maize,summer,harvesting,133.66891475409835
Anhui,2014,maize,summer,sowing,212.1228387096774
Anhui,2014,rice,single,growing,182.26459019607842
Anhui,2014,rice,single,harvesting,143.28326774193548
Anhui,2014,rice,single,sowing,160.54033333333334
Anhui,2014,soybean,single,growing,191.28969347826086
Anhui,2014,soybean,single,harvesting,133.66891475409835
Anhui,2014,soybean,single,sowing,212.1228387096774
Anhui,2014,wheat,winter,growing,132.8138575471698
Anhui,2014,wheat,winter,harvesting,203.36396666666667
Anhui,2014,wheat,winter,sowing,155.5281180327869
Anhui,2015,maize,spring,growing,186.60471413043476
Anhui,2015,maize,spring,harvesting,205.88608709677422
Anhui,2015,maize,spring,sowing,158.20359180327867
Anhui,2015,maize,summer,growing,192.1222108695652
Anhui,2015,maize,summer,harvesting,153.69930655737704
Anhui,2015,maize,summer,sowing,189.5115806451613
Anhui,2015,rice,single,growing,187.1549045751634
Anhui,2015,rice,single,harvesting,138.4212806451613
Anhui,2015,rice,single,sowing,183.01893
Anhui,2015,soybean,single,growing,192.1222108695652
Anhui,2015,soybean,single,harvesting,153.69930655737704
Anhui,2015,soybean,single,sowing,189.5115806451613
Anhui,2015,wheat,winter,growing,128.9617811320755
Anhui,2015,wheat,winter,harvesting,168.95350666666667
Anhui,2015,wheat,winter,sowing,133.66891475409835
Anhui,2016,maize,spring,growing,186.45892826086956
Anhui,2016,maize,spring,harvesting,223.78727741935484
Anhui,2016,maize,spring,sowing,152.11584590163935
Anhui,2016,maize,summer,growing,201.73501195652173
Anhui,2016,maize,summer,harvesting,116.97868360655738
Anhui,2016,maize,summer,sowing,178.45180322580646
Anhui,2016,rice,single,growing,190.33253333333334
Anhui,2016,rice,single,harvesting,67.94997096774193
Anhui,2016,rice,single,sowing,157.53902000000002
Anhui,2016,soybean,single,growing,201.73501195652173
Anhui,2016,soybean,single,harvesting,116.97868360655738
Anhui,2016,soybean,single,sowing,178.45180322580646
Anhui,2016,wheat,winter,growing,119.36714764150943
Anhui,2016,wheat,winter,harvesting,177.59676333333334
Anhui,2016,wheat,winter,sowing,153.69930655737704
Anhui,2017,maize,spring,growing,215.77051413043478
Anhui,2017,maize,spring,harvesting,189.0220322580645
Anhui,2017,maize,spring,sowing,166.04226885245902
Anhui,2017,maize,summer,growing,206.49643695652176
Anhui,2017,maize,summer,harvesting,123.85101475409836
Anhui,2017,maize,summer,sowing,216.54510000000002
Anhui,2017,rice,single,growing,195.1156522875817
Anhui,2017,rice,single,harvesting,110.08991612903226
Anhui,2017,rice,single,sowing,195.02416333333335
Anhui,2017,soybean,single,growing,206.49643695652176
Anhui,2017,soybean,single,harvesting,123.85101475409836
Anhui,2017,soybean,single,sowing,216.54510000000002
Anhui,2017,wheat,winter,growing,131.8410061032864
Anhui,2017,wheat,winter,harvesting,192.56354000000002
Anhui,2017,wheat,winter,sowing,116.97868360655738
Anhui,2018,maize,spring,growing,214.5565597826087
Anhui,2018,maize,spring,harvesting,215.00360967741935
Anhui,2018,maize,spring,sowing,170.05429016393444
Anhui,2018,maize,summer,growing,227.5468
Anhui,2018,maize,summer,harvesting,160.8028131147541
Anhui,2018,maize,summer,sowing,176.45192903225805
Anhui,2018,rice,single,growing,205.1993843137255
Anhui,2018,rice,single,harvesting,155.41229677419355
Anhui,2018,rice,single,sowing,196.40567000000001
Anhui,2018,soybean,single,growing,227.5468
Anhui,2018,soybean,single,harvesting,160.8028131147541
Anhui,2018,soybean,single,sowing,176.45192903225805
Anhui,2018,wheat,winter,growing,132.4041745283019
Anhui,2018,wheat,winter,harvesting,232.31872
Anhui,2018,wheat,winter,sowing,123.85101475409836
Anhui,2019,maize,spring,growing,213.24828043478263
Anhui,2019,maize,spring,harvesting,224.7730580645161
Anhui,2019,maize,spring,sowing,164.55387049180328
Anhui,2019,maize,summer,growing,217.50230108695652
Anhui,2019,maize,summer,harvesting,160.48568688524588
Anhui,2019,maize,summer,sowing,212.14822258064515
Anhui,2019,rice,single,growing,211.4619790849673
Anhui,2019,rice,single,harvesting,129.76615161290323
Anhui,2019,rice,single,sowing,171.34985333333333
Anhui,2019,soybean,single,growing,217.50230108695652
Anhui,2019,soybean,single,harvesting,160.48568688524588
Anhui,2019,soybean,single,sowing,212.14822258064515
Anhui,2019,wheat,winter,growing,119.99962358490566
Anhui,2019,wheat,winter,harvesting,208.84160333333332
Anhui,2019,wheat,winter,sowing,160.8028131147541
Anhui,2020,maize,spring,growing,170.02007934782608
Anhui,2020,maize,spring,harvesting,213.69294838709678
Anhui,2020,maize,spring,sowing,173.64097540983607
Anhui,2020,maize,summer,growing,173.15205760869566
Anhui,2020,maize,summer,harvesting,149.18963934426228
Anhui,2020,maize,summer,sowing,204.39804516129033
Anhui,2020,rice,single,growing,178.9004960784314
Anhui,2020,rice,single,harvesting,128.874864516129
Anhui,2020,rice,single,sowing,202.95369333333335
Anhui,2020,soybean,single,growing,173.15205760869566
Anhui,2020,soybean,single,harvesting,149.18963934426228
Anhui,2020,soybean,single,sowing,204.39804516129033
Anhui,2020,wheat,winter,growing,133.2769674528302
Anhui,2020,wheat,winter,harvesting,165.01729666666668
Anhui,2020,wheat,winter,sowing,160.48568688524588
Anhui,2021,maize,spring,growing,188.92576304347827
Anhui,2021,maize,spring,harvesting,175.26172580645164
Anhui,2021,maize,spring,sowing,146.5376967213115
Anhui,2021,maize,summer,growing,182.82851739130436
Anhui,2021,maize,summer,harvesting,158.68688032786886
Anhui,2021,maize,summer,sowing,193.35677741935484
Anhui,2021,rice,single,growing,185.97027712418299
Anhui,2021,rice,single,harvesting,130.34616129032258
Anhui,2021,rice,single,sowing,160.04402666666667
Anhui,2021,soybean,single,growing,182.82851739130436
Anhui,2021,soybean,single,harvesting,158.68688032786886
Anhui,2021,soybean,single,sowing,193.35677741935484
Anhui,2021,wheat,winter,growing,131.16965399061033
Anhui,2021,wheat,winter,harvesting,194.98122333333333
Anhui,2021,wheat,winter,sowing,149.18963934426228
Anhui,2022,maize,spring,growing,219.4828445652174
Anhui,2022,maize,spring,harvesting,219.44288387096773
Anhui,2022,maize,spring,sowing,173.02318852459015
Anhui,2022,maize,summer,growing,223.05385
Anhui,2022,maize,summer,harvesting,165.75250327868852
Anhui,2022,maize,summer,sowing,208.84506129032258
Anhui,2022,rice,single,growing,211.61156274509804
Anhui,2022,rice,single,harvesting,152.56402258064517
Anhui,2022,rice,single,sowing,193.91652666666667
Anhui,2022,soybean,single,growing,223.05385
Anhui,2022,soybean,single,harvesting,165.75250327868852
Anhui,2022,soybean,single,sowing,208.84506129032258
Anhui,2022,wheat,winter,growing,139.83083820754717
Anhui,2022,wheat,winter,harvesting,226.19469666666666
Anhui,2022,wheat,winter,sowing,158.68688032786886
Beijing,1997,maize,spring,growing,232.4711108695652
Beijing,1997,maize,spring,harvesting,200.54059032258067
Beijing,1997,maize,spring,sowing,204.57599836065572
Beijing,1997,maize,summer,growing,219.2966695652174
Beijing,1997,maize,summer,harvesting,164.16210163934426
Beijing,1997,maize,summer,sowing,239.6389322580645
Beijing,1997,rice,single,growing,214.32218039215684
Beijing,1997,rice,single,harvesting,155.69984193548387
Beijing,1997,rice,single,sowing,235.89869333333334
Beijing,1997,soybean,single,growing,219.2966695652174
Beijing,1997,soybean,single,harvesting,164.16210163934426
Beijing,1997,soybean,single,sowing,239.6389322580645
Beijing,1998,maize,spring,growing,215.30411847826085
Beijing,1998,maize,spring,harvesting,206.95110967741937
Beijing,1998,maize,spring,sowing,171.11238524590163
Beijing,1998,maize,summer,growing,203.20221086956522
Beijing,1998,maize,summer,harvesting,142.739731147541
Beijing,1998,maize,summer,sowing,242.86644838709677
Beijing,1998,rice,single,growing,204.03310457516338
Beijing,1998,rice,single,harvesting,119.79102903225807
Beijing,1998,rice,single,sowing,179.42238666666665
Beijing,1998,soybean,single,growing,203.20221086956522
Beijing,1998,soybean,single,harvesting,142.739731147541
Beijing,1998,soybean,single,sowing,242.86644838709677
Beijing,1998,wheat,winter,growing,134.28975566037735
Beijing,1998,wheat,winter,harvesting,206.8914166666667
Beijing,1998,wheat,winter,sowing,164.16210163934426
Beijing,1999,maize,spring,growing,233.72304130434784
Beijing,1999,maize,spring,harvesting,190.09359677419354
Beijing,1999,maize,spring,sowing,175.84693442622952
Beijing,1999,maize,summer,growing,217.6589336956522
Beijing,1999,maize,summer,harvesting,140.7391868852459
Beijing,1999,maize,summer,sowing,237.76772258064517
Beijing,1999,rice,single,growing,207.60678954248368
Beijing,1999,rice,single,harvesting,136.02170645161289
Beijing,1999,rice,single,sowing,213.64076666666668
Beijing,1999,soybean,single,growing,217.6589336956522
Beijing,1999,soybean,single,harvesting,140.7391868852459
Beijing,1999,soybean,single,sowing,237.76772258064517
Beijing,1999,wheat,winter,growing,142.83000094339624
Beijing,1999,wheat,winter,harvesting,250.30613333333335
Beijing,1999,wheat,winter,sowing,142.739731147541
Beijing,2000,maize,spring,growing,253.05048695652175
Beijing,2000,maize,spring,harvesting,194.0082387096774
Beijing,2000,maize,spring,sowing,208.57239508196722
Beijing,2000,maize,summer,growing,232.1297054347826
Beijing,2000,maize,summer,harvesting,164.34178360655739
Beijing,2000,maize,summer,sowing,256.0957193548387
Beijing,2000,rice,single,growing,229.35731633986927
Beijing,2000,rice,single,harvesting,136.38966451612905
Beijing,2000,rice,single,sowing,222.07144666666667
Beijing,2000,soybean,single,growing,232.1297054347826
Beijing,2000,soybean,single,harvesting,164.34178360655739
Beijing,2000,soybean,single,sowing,256.0957193548387
Beijing,2000,wheat,winter,growing,156.238104245283
Beijing,2000,wheat,winter,harvesting,262.41609666666665
Beijing,2000,wheat,winter,sowing,140.7391868852459
Beijing,2001,maize,spring,growing,242.9820010869565
Beijing,2001,maize,spring,harvesting,219.0158612903226
Beijing,2001,maize,spring,sowing,207.8914737704918
Beijing,2001,maize,summer,growing,223.60528152173913
Beijing,2001,maize,summer,harvesting,159.6134606557377
Beijing,2001,maize,summer,sowing,276.520964516129
Beijing,2001,rice,single,growing,228.2003869281046
Beijing,2001,rice,single,harvesting,127.9225064516129
Beijing,2001,rice,single,sowing,221.05447666666666
Beijing,2001,soybean,single,growing,223.60528152173913
Beijing,2001,soybean,single,harvesting,159.6134606557377
Beijing,2001,soybean,single,sowing,276.520964516129
Beijing,2001,wheat,winter,growing,158.23838685446012
Beijing,2001,wheat,winter,harvesting,224.57604
Beijing,2001,wheat,winter,sowing,164.34178360655739
Beijing,2002,maize,spring,growing,228.7625989130435
Beijing,2002,maize,spring,harvesting,219.90340645161288
Beijing,2002,maize,spring,sowing,197.1019180327869
Beijing,2002,maize,summer,growing,215.84902065217392
Beijing,2002,maize,summer,harvesting,159.5451606557377
Beijing,2002,maize,summer,sowing,258.2275741935484
Beijing,2002,rice,single,growing,216.4121660130719
Beijing,2002,rice,single,harvesting,144.6567129032258
Beijing,2002,rice,single,sowing,208.49839666666668
Beijing,2002,soybean,single,growing,215.84902065217392
Beijing,2002,soybean,single,harvesting,159.5451606557377
Beijing,2002,soybean,single,sowing,258.2275741935484
Beijing,2002,wheat,winter,growing,155.32980188679244
Beijing,2002,wheat,winter,harvesting,195.65900000000002
Beijing,2002,wheat,winter,sowing,159.6134606557377
Beijing,2003,maize,spring,growing,216.20968152173916
Beijing,2003,maize,spring,harvesting,202.40802903225807
Beijing,2003,maize,spring,sowing,172.94573770491803
Beijing,2003,maize,summer,growing,210.08261086956523
Beijing,2003,maize,summer,harvesting,150.9195901639344
Beijing,2003,maize,summer,sowing,220.5915935483871
Beijing,2003,rice,single,growing,201.71673790849673
Beijing,2003,rice,single,harvesting,145.4636677419355
Beijing,2003,rice,single,sowing,193.69185666666667
Beijing,2003,soybean,single,growing,210.08261086956523
Beijing,2003,soybean,single,harvesting,150.9195901639344
Beijing,2003,soybean,single,sowing,220.5915935483871
Beijing,2003,wheat,winter,growing,140.0178438679245
Beijing,2003,wheat,winter,harvesting,235.70659666666668
Beijing,2003,wheat,winter,sowing,159.5451606557377
Beijing,2004,maize,spring,growing,225.45522826086957
Beijing,2004,maize,spring,harvesting,200.30055161290323
Beijing,2004,maize,spring,sowing,208.35520655737707
Beijing,2004,maize,summer,growing,213.3831695652174
Beijing,2004,maize,summer,harvesting,167.9423606557377
Beijing,2004,maize,summer,sowing,236.1273064516129
Beijing,2004,rice,single,growing,212.47695620915033
Beijing,2004,rice,single,harvesting,151.18412258064515
Beijing,2004,rice,single,sowing,229.60485666666668
Beijing,2004,soybean,single,growing,213.3831695652174
Beijing,2004,soybean,single,harvesting,167.9423606557377
Beijing,2004,soybean,single,sowing,236.1273064516129
Beijing,2004,wheat,winter,growing,152.91970188679247
Beijing,2004,wheat,winter,harvesting,231.69945
Beijing,2004,wheat,winter,sowing,150.9195901639344
Beijing,2005,maize,spring,growing,237.99310760869565
Beijing,2005,maize,spring,harvesting,193.7864870967742
Beijing,2005,maize,spring,sowing,219.11098524590165
Beijing,2005,maize,summer,growing,220.29989782608695
Beijing,2005,maize,summer,harvesting,163.45954098360656
Beijing,2005,maize,summer,sowing,246.29536774193548
Beijing,2005,rice,single,growing,216.47526209150328
Beijing,2005,rice,single,harvesting,153.32464193548387
Beijing,2005,rice,single,sowing,239.17731666666666
Beijing,2005,soybean,single,growing,220.29989782608695
Beijing,2005,soybean,single,harvesting,163.45954098360656
Beijing,2005,soybean,single,sowing,246.29536774193548
Beijing,2005,wheat,winter,growing,157.48985070422535
Beijing,2005,wheat,winter,harvesting,245.55892666666665
Beijing,2005,wheat,winter,sowing,167.9423606557377
Beijing,2006,maize,spring,growing,209.96509782608697
Beijing,2006,maize,spring,harvesting,192.61804516129033
Beijing,2006,maize,spring,sowing,209.78111475409835
Beijing,2006,maize,summer,growing,204.39496739130433
Beijing,2006,maize,summer,harvesting,166.7492508196721
Beijing,2006,maize,summer,sowing,209.14875483870966
Beijing,2006,rice,single,growing,204.2725522875817
Beijing,2006,rice,single,harvesting,135.67587741935483
Beijing,2006,rice,single,sowing,219.93745333333334
Beijing,2006,soybean,single,growing,204.39496739130433
Beijing,2006,soybean,single,harvesting,166.7492508196721
Beijing,2006,soybean,single,sowing,209.14875483870966
Beijing,2006,wheat,winter,growing,149.08615094339623
Beijing,2006,wheat,winter,harvesting,230.976
Beijing,2006,wheat,winter,sowing,163.45954098360656
Beijing,2007,maize,spring,growing,236.4516054347826
Beijing,2007,maize,spring,harvesting,212.1507580645161
Beijing,2007,maize,spring,sowing,195.3404737704918
Beijing,2007,maize,summer,growing,218.3802956521739
Beijing,2007,maize,summer,harvesting,153.10301475409835
Beijing,2007,maize,summer,sowing,265.78174193548386
