i,c,t,s,k,exposure
Inner_Mongolia,maize,2022,historical,drought,0.49815664821166433
Inner_Mongolia,maize,2022,historical,heat,0.9707599242073323
Inner_Mongolia,rice,1997,historical,compound,0.240262091512909
Inner_Mongolia,rice,1997,historical,drought,0.09624224180323886
Inner_Mongolia,rice,1997,historical,heat,-0.22293709647107351
Inner_Mongolia,rice,1998,historical,compound,-0.6523730450481106
Inner_Mongolia,rice,1998,historical,drought,-1.402547657135471
Inner_Mongolia,rice,1998,historical,heat,-0.4301211405432876
Inner_Mongolia,rice,1999,historical,compound,-0.15026578073253707
Inner_Mongolia,rice,1999,historical,drought,2.041925157269036
Inner_Mongolia,rice,1999,historical,heat,0.40942759559527614
Inner_Mongolia,rice,2000,historical,compound,1.0401863307807395
Inner_Mongolia,rice,2000,historical,drought,0.4794360002130098
Inner_Mongolia,rice,2000,historical,heat,0.7873077477123217
Inner_Mongolia,rice,2001,historical,compound,0.5192105716882277
Inner_Mongolia,rice,2001,historical,drought,0.22509822103007912
Inner_Mongolia,rice,2001,historical,heat,-0.26455410493917453
Inner_Mongolia,rice,2002,historical,compound,-0.3734245648727919
Inner_Mongolia,rice,2002,historical,drought,-1.160460173707413
Inner_Mongolia,rice,2002,historical,heat,-0.35995458515659773
Inner_Mongolia,rice,2003,historical,compound,-0.7639524371182382
Inner_Mongolia,rice,2003,historical,drought,-0.7342828617200077
Inner_Mongolia,rice,2003,historical,heat,-0.4599753707223419
Inner_Mongolia,rice,2004,historical,compound,0.7612378506054208
Inner_Mongolia,rice,2004,historical,drought,1.7186741004404738
Inner_Mongolia,rice,2004,historical,heat,0.6794118417078554
Inner_Mongolia,rice,2005,historical,compound,-0.2060554767676008
Inner_Mongolia,rice,2005,historical,drought,0.6800417394593251
Inner_Mongolia,rice,2005,historical,heat,-0.3354785720868188
Inner_Mongolia,rice,2006,historical,compound,1.4495826978031239
Inner_Mongolia,rice,2006,historical,drought,2.3954969854497072
Inner_Mongolia,rice,2006,historical,heat,1.6168393722026757
Inner_Mongolia,rice,2007,historical,compound,0.3518414835830365
Inner_Mongolia,rice,2007,historical,drought,0.493487071713659
Inner_Mongolia,rice,2007,historical,heat,-0.30935849411512684
Inner_Mongolia,rice,2008,historical,compound,-0.09447608469747337
Inner_Mongolia,rice,2008,historical,drought,-0.8300187419883106
Inner_Mongolia,rice,2008,historical,heat,-0.297171864830949
Inner_Mongolia,rice,2009,historical,compound,-0.15026578073253707
Inner_Mongolia,rice,2009,historical,drought,0.17588009140703317
Inner_Mongolia,rice,2009,historical,heat,-0.40696113466315015
Inner_Mongolia,rice,2010,historical,compound,0.12868269944278157
Inner_Mongolia,rice,2010,historical,drought,-0.7728358588988761
Inner_Mongolia,rice,2010,historical,heat,-0.2088102379336579
Inner_Mongolia,rice,2011,historical,compound,-0.2618451728026645
Inner_Mongolia,rice,2011,historical,drought,0.46186185500683946
Inner_Mongolia,rice,2011,historical,heat,-0.3516955907350334
Inner_Mongolia,rice,2012,historical,compound,-0.5965833490130469
Inner_Mongolia,rice,2012,historical,drought,-0.6736593112626804
Inner_Mongolia,rice,2012,historical,heat,-0.4495218594529813
Inner_Mongolia,rice,2013,historical,compound,-0.7639524371182382
Inner_Mongolia,rice,2013,historical,drought,-0.7869167324950236
Inner_Mongolia,rice,2013,historical,heat,-0.448488274572536
Inner_Mongolia,rice,2014,historical,compound,-0.3734245648727919
Inner_Mongolia,rice,2014,historical,drought,-0.7741197432471626
Inner_Mongolia,rice,2014,historical,heat,-0.35638559471185344
Inner_Mongolia,rice,2015,historical,compound,-0.4850039569429194
Inner_Mongolia,rice,2015,historical,drought,-0.4547470390755623
Inner_Mongolia,rice,2015,historical,heat,0.25392546979328207
Inner_Mongolia,rice,2016,historical,compound,-0.09447608469747337
Inner_Mongolia,rice,2016,historical,drought,-1.09983422257384
Inner_Mongolia,rice,2016,historical,heat,-0.3008778607021679
Inner_Mongolia,rice,2017,historical,compound,0.12868269944278157
Inner_Mongolia,rice,2017,historical,drought,0.26782055076627015
Inner_Mongolia,rice,2017,historical,heat,-0.2434452008043976
Inner_Mongolia,rice,2018,historical,compound,0.8728172426755484
Inner_Mongolia,rice,2018,historical,drought,0.01948118252406476
Inner_Mongolia,rice,2018,historical,heat,0.6482737477260362
Inner_Mongolia,rice,2019,historical,compound,-0.5407936529779832
Inner_Mongolia,rice,2019,historical,drought,-0.6293625513338319
Inner_Mongolia,rice,2019,historical,heat,-0.430320352422841
Inner_Mongolia,rice,2020,historical,compound,0.8170275466404847
Inner_Mongolia,rice,2020,historical,drought,0.4428665463950084
Inner_Mongolia,rice,2020,historical,heat,0.7056732279393106
Inner_Mongolia,rice,2021,historical,compound,-0.3734245648727919
Inner_Mongolia,rice,2021,historical,drought,-0.8556995717689403
Inner_Mongolia,rice,2021,historical,heat,-0.3014990188128244
Inner_Mongolia,rice,2022,historical,compound,-0.42921426090785575
Inner_Mongolia,rice,2022,historical,drought,0.6761727217293797
Inner_Mongolia,rice,2022,historical,heat,1.0766973510000553
Inner_Mongolia,soybean,1997,historical,compound,0.6647169296051293
Inner_Mongolia,soybean,1997,historical,drought,-0.1963906256360822
Inner_Mongolia,soybean,1997,historical,heat,-0.09965260783067675
Inner_Mongolia,soybean,1998,historical,compound,-0.27430752442243983
Inner_Mongolia,soybean,1998,historical,drought,-1.5520496834235136
Inner_Mongolia,soybean,1998,historical,heat,-0.4483819053285905
Inner_Mongolia,soybean,1999,historical,compound,0.25389373096806783
Inner_Mongolia,soybean,1999,historical,drought,1.702990789199384
Inner_Mongolia,soybean,1999,historical,heat,0.9611132140967379
Inner_Mongolia,soybean,2000,historical,compound,1.4898045404907634
Inner_Mongolia,soybean,2000,historical,drought,1.1541472305901184
Inner_Mongolia,soybean,2000,historical,heat,0.7974521927049208
Inner_Mongolia,soybean,2001,historical,compound,1.1227376418653157
Inner_Mongolia,soybean,2001,historical,drought,0.5386254297735773
Inner_Mongolia,soybean,2001,historical,heat,-0.15837328010994575
Inner_Mongolia,soybean,2002,historical,compound,-0.5157249719976779
Inner_Mongolia,soybean,2002,historical,drought,0.29689844341961663
Inner_Mongolia,soybean,2002,historical,heat,-0.3298488565128115
Inner_Mongolia,soybean,2003,historical,compound,-0.9265481706347395
Inner_Mongolia,soybean,2003,historical,drought,-0.7686860987236948
Inner_Mongolia,soybean,2003,historical,heat,-0.497898557335291
Inner_Mongolia,soybean,2004,historical,compound,-0.39834691524423177
Inner_Mongolia,soybean,2004,historical,drought,0.02914793794459832
Inner_Mongolia,soybean,2004,historical,heat,-0.33624811912587743
Inner_Mongolia,soybean,2005,historical,compound,0.1952047025913448
Inner_Mongolia,soybean,2005,historical,drought,0.05867560453030851
Inner_Mongolia,soybean,2005,historical,heat,-0.28903253022971515
Inner_Mongolia,soybean,2006,historical,compound,0.0762165856094811
Inner_Mongolia,soybean,2006,historical,drought,1.7329339135658772
Inner_Mongolia,soybean,2006,historical,heat,0.46456916595824754
Inner_Mongolia,soybean,2007,historical,compound,0.24723239689972212
Inner_Mongolia,soybean,2007,historical,drought,1.1021912121393995
Inner_Mongolia,soybean,2007,historical,heat,-0.2448399464726351
Inner_Mongolia,soybean,2008,historical,compound,-0.2222798301140625
Inner_Mongolia,soybean,2008,historical,drought,-0.294736532703954
Inner_Mongolia,soybean,2008,historical,heat,-0.2243646083350994
Inner_Mongolia,soybean,2009,historical,compound,-0.04782280521231077
Inner_Mongolia,soybean,2009,historical,drought,0.551275585751329
Inner_Mongolia,soybean,2009,historical,heat,-0.407866513800529
Inner_Mongolia,soybean,2010,historical,compound,0.012476283392829838
Inner_Mongolia,soybean,2010,historical,drought,-1.044031954004527
Inner_Mongolia,soybean,2010,historical,heat,-0.07590401706612859
Inner_Mongolia,soybean,2011,historical,compound,-0.39834691524423177
Inner_Mongolia,soybean,2011,historical,drought,0.20875885618664033
Inner_Mongolia,soybean,2011,historical,heat,-0.31597252537035986
Inner_Mongolia,soybean,2012,historical,compound,-0.7504810855045702
Inner_Mongolia,soybean,2012,historical,drought,-1.206152198151462
Inner_Mongolia,soybean,2012,historical,heat,-0.48033511358283437
Inner_Mongolia,soybean,2013,historical,compound,-0.9265481706347395
Inner_Mongolia,soybean,2013,historical,drought,-0.7525911759556739
Inner_Mongolia,soybean,2013,historical,heat,-0.47859853824050913
Inner_Mongolia,soybean,2014,historical,compound,-0.04943286544072819
Inner_Mongolia,soybean,2014,historical,drought,-1.0723431664439478
Inner_Mongolia,soybean,2014,historical,heat,-0.30456444451562037
Inner_Mongolia,soybean,2015,historical,compound,-0.633103028751124
Inner_Mongolia,soybean,2015,historical,drought,-0.11230837041190393
Inner_Mongolia,soybean,2015,historical,heat,0.7015603549995841
Inner_Mongolia,soybean,2016,historical,compound,-0.2222798301140625
Inner_Mongolia,soybean,2016,historical,drought,-0.8330605064470361
Inner_Mongolia,soybean,2016,historical,heat,-0.2305912290708296
Inner_Mongolia,soybean,2017,historical,compound,0.9450604965067292
Inner_Mongolia,soybean,2017,historical,drought,0.3808110210021585
Inner_Mongolia,soybean,2017,historical,heat,-0.1126472343085969
Inner_Mongolia,soybean,2018,historical,compound,0.7788748659017406
Inner_Mongolia,soybean,2018,historical,drought,-0.03296862147820604
Inner_Mongolia,soybean,2018,historical,heat,0.5330119414146876
Inner_Mongolia,soybean,2019,historical,compound,-0.22549995057089744
Inner_Mongolia,soybean,2019,historical,drought,-0.7496059711816101
Inner_Mongolia,soybean,2019,historical,heat,-0.43728438947271925
Inner_Mongolia,soybean,2020,historical,compound,0.12663421968944108
Inner_Mongolia,soybean,2020,historical,drought,-1.0491922699125231
Inner_Mongolia,soybean,2020,historical,heat,-0.23317089770320257
Inner_Mongolia,soybean,2021,historical,compound,-0.5157249719976779
Inner_Mongolia,soybean,2021,historical,drought,-0.9473327181721611
Inner_Mongolia,soybean,2021,historical,heat,-0.23163486649148024
Inner_Mongolia,soybean,2022,historical,compound,0.19359464236292726
Inner_Mongolia,soybean,2022,historical,drought,2.854993868543287
Inner_Mongolia,soybean,2022,historical,heat,2.479503311729276
Inner_Mongolia,wheat,1997,historical,compound,0.38283534104999534
Inner_Mongolia,wheat,1997,historical,drought,-0.30427585713621336
Inner_Mongolia,wheat,1997,historical,heat,-0.06301035994948316
Inner_Mongolia,wheat,1998,historical,compound,-0.7838983112198759
Inner_Mongolia,wheat,1998,historical,drought,-1.0719856129116438
Inner_Mongolia,wheat,1998,historical,heat,-0.44554205183320933
Inner_Mongolia,wheat,1999,historical,compound,-0.050017703527937496
Inner_Mongolia,wheat,1999,historical,drought,3.0642412630564713
Inner_Mongolia,wheat,1999,historical,heat,1.5428551062180116
Inner_Mongolia,wheat,2000,historical,compound,-0.0418645205148482
Inner_Mongolia,wheat,2000,historical,drought,0.015730165724415435
Inner_Mongolia,wheat,2000,historical,heat,-0.07909793482183736
Inner_Mongolia,wheat,2001,historical,compound,0.8425298687340931
Inner_Mongolia,wheat,2001,historical,drought,0.6062554869019771
Inner_Mongolia,wheat,2001,historical,heat,-0.14620464970137786
Inner_Mongolia,wheat,2002,historical,compound,-0.412881415867362
Inner_Mongolia,wheat,2002,historical,drought,-1.008637487429757
Inner_Mongolia,wheat,2002,historical,heat,-0.30416608381093363
Inner_Mongolia,wheat,2003,historical,compound,-0.8457344604452949
Inner_Mongolia,wheat,2003,historical,drought,-0.6591263115053333
Inner_Mongolia,wheat,2003,historical,heat,-0.49314007179440766
Inner_Mongolia,wheat,2004,historical,compound,0.8225515383231451
Inner_Mongolia,wheat,2004,historical,drought,1.4081815370897877
Inner_Mongolia,wheat,2004,historical,heat,0.7264737464910378
Inner_Mongolia,wheat,2005,historical,compound,-0.11185385275335642
Inner_Mongolia,wheat,2005,historical,drought,0.14949295080264902
Inner_Mongolia,wheat,2005,historical,heat,-0.26300726723867246
Inner_Mongolia,wheat,2006,historical,compound,0.45153464297063134
Inner_Mongolia,wheat,2006,historical,drought,0.7406211527975838
Inner_Mongolia,wheat,2006,historical,heat,0.6041354261740951
Inner_Mongolia,wheat,2007,historical,compound,1.0117319503841713
Inner_Mongolia,wheat,2007,historical,drought,0.35036658261717574
Inner_Mongolia,wheat,2007,historical,heat,-0.2176847090407462
Inner_Mongolia,wheat,2008,historical,compound,0.2510098595860681
Inner_Mongolia,wheat,2008,historical,drought,-0.48728966587912037
Inner_Mongolia,wheat,2008,historical,heat,-0.16966771964675523
Inner_Mongolia,wheat,2009,historical,compound,0.3665289750238168
Inner_Mongolia,wheat,2009,historical,drought,-0.07870310504176607
Inner_Mongolia,wheat,2009,historical,heat,-0.3780932187292339
Inner_Mongolia,wheat,2010,historical,compound,0.14364392716140875
Inner_Mongolia,wheat,2010,historical,drought,0.09006320645876813
Inner_Mongolia,wheat,2010,historical,heat,-0.06182199595034236
Inner_Mongolia,wheat,2011,historical,compound,0.2428566765729789
Inner_Mongolia,wheat,2011,historical,drought,0.28200669974340953
Inner_Mongolia,wheat,2011,historical,heat,-0.2554387976487113
Inner_Mongolia,wheat,2012,historical,compound,-0.4828707481058703
Inner_Mongolia,wheat,2012,historical,drought,-0.1698263670175204
Inner_Mongolia,wheat,2012,historical,heat,-0.47025109529918474
Inner_Mongolia,wheat,2013,historical,compound,-0.8457344604452949
Inner_Mongolia,wheat,2013,historical,drought,-1.0332116455209281
Inner_Mongolia,wheat,2013,historical,heat,-0.46914737547648927
Inner_Mongolia,wheat,2014,historical,compound,-0.412881415867362
Inner_Mongolia,wheat,2014,historical,drought,-0.1637044567113761
Inner_Mongolia,wheat,2014,historical,heat,-0.3109567426762463
Inner_Mongolia,wheat,2015,historical,compound,-0.44787608198661616
Inner_Mongolia,wheat,2015,historical,drought,0.38826834899939205
Inner_Mongolia,wheat,2015,historical,heat,0.7343250584083063
Inner_Mongolia,wheat,2016,historical,compound,0.42836512424923584
Inner_Mongolia,wheat,2016,historical,drought,-0.10890416151302089
Inner_Mongolia,wheat,2016,historical,heat,-0.15325976684796733
Inner_Mongolia,wheat,2017,historical,compound,0.14364392716140875
Inner_Mongolia,wheat,2017,historical,drought,0.15961727714688867
Inner_Mongolia,wheat,2017,historical,heat,-0.12186993641328185
Inner_Mongolia,wheat,2018,historical,compound,-0.07685918663410234
Inner_Mongolia,wheat,2018,historical,drought,-1.331054766680324
Inner_Mongolia,wheat,2018,historical,heat,-0.35582393286564534
Inner_Mongolia,wheat,2019,historical,compound,-0.5983898635436189
Inner_Mongolia,wheat,2019,historical,drought,-0.6850569416737277
Inner_Mongolia,wheat,2019,historical,heat,-0.44040380612515834
Inner_Mongolia,wheat,2020,historical,compound,0.7957100552169803
Inner_Mongolia,wheat,2020,historical,drought,0.09746381287749555
Inner_Mongolia,wheat,2020,historical,heat,0.7938697917911063
Inner_Mongolia,wheat,2021,historical,compound,-0.3242037835357782
Inner_Mongolia,wheat,2021,historical,drought,-1.0147375215738947
Inner_Mongolia,wheat,2021,historical,heat,-0.21476035946194139
Inner_Mongolia,wheat,2022,historical,compound,-0.44787608198661616
Inner_Mongolia,wheat,2022,historical,drought,0.7642054163786162
Inner_Mongolia,wheat,2022,historical,heat,1.011688746249069
Jiangsu,maize,1997,historical,compound,0.38048231506170754
Jiangsu,maize,1997,historical,drought,0.5506347520267287
Jiangsu,maize,1997,historical,heat,-0.11567384009151155
Jiangsu,maize,1998,historical,compound,-0.41529025022800187
Jiangsu,maize,1998,historical,drought,-1.7076515997005455
Jiangsu,maize,1998,historical,heat,-0.04055098582499831
Jiangsu,maize,1999,historical,compound,-0.7236879403370744
Jiangsu,maize,1999,historical,drought,-1.3081474931476882
Jiangsu,maize,1999,historical,heat,-0.6977597265754145
Jiangsu,maize,2000,historical,compound,0.5632862907445011
Jiangsu,maize,2000,historical,drought,0.26294409304006844
Jiangsu,maize,2000,historical,heat,0.07088875923878006
Jiangsu,maize,2001,historical,compound,-0.6050203425999372
Jiangsu,maize,2001,historical,drought,0.7277179459909061
Jiangsu,maize,2001,historical,heat,-0.4264807104069947
Jiangsu,maize,2002,historical,compound,0.8424909634401528
Jiangsu,maize,2002,historical,drought,-0.7568353518610998
Jiangsu,maize,2002,historical,heat,-0.1412403389608963
Jiangsu,maize,2003,historical,compound,-0.8871984631149769
Jiangsu,maize,2003,historical,drought,-1.631519442436761
Jiangsu,maize,2003,historical,heat,-0.5114183340964084
Jiangsu,maize,2004,historical,compound,0.18525034979507204
Jiangsu,maize,2004,historical,drought,0.9450597204811628
Jiangsu,maize,2004,historical,heat,0.3441528013772477
Jiangsu,maize,2005,historical,compound,0.35708615639231595
Jiangsu,maize,2005,historical,drought,0.193488481406379
Jiangsu,maize,2005,historical,heat,0.31020391600003566
Jiangsu,maize,2006,historical,compound,0.458850348434686
Jiangsu,maize,2006,historical,drought,0.5738606740833249
Jiangsu,maize,2006,historical,heat,-0.060213603523074415
Jiangsu,maize,2007,historical,compound,-0.21315656359630683
Jiangsu,maize,2007,historical,drought,0.05064676066653647
Jiangsu,maize,2007,historical,heat,-0.04409010389320248
Jiangsu,maize,2008,historical,compound,-0.8988603862508472
Jiangsu,maize,2008,historical,drought,-0.34916614952512787
Jiangsu,maize,2008,historical,heat,-0.670011520924258
Jiangsu,maize,2009,historical,compound,-0.14798773727245593
Jiangsu,maize,2009,historical,drought,0.5671754575541369
Jiangsu,maize,2009,historical,heat,-0.35353819169041434
Jiangsu,maize,2010,historical,compound,-0.266337373908262
Jiangsu,maize,2010,historical,drought,0.38753636983877343
Jiangsu,maize,2010,historical,heat,0.12830757412498353
Jiangsu,maize,2011,historical,compound,-0.5867954942720661
Jiangsu,maize,2011,historical,drought,0.20404928446770174
Jiangsu,maize,2011,historical,heat,-0.1618965335397761
Jiangsu,maize,2012,historical,compound,0.1032928390494806
Jiangsu,maize,2012,historical,drought,0.573485076948058
Jiangsu,maize,2012,historical,heat,-0.4563177882534771
Jiangsu,maize,2013,historical,compound,0.4476003744466306
Jiangsu,maize,2013,historical,drought,1.5470831529562545
Jiangsu,maize,2013,historical,heat,0.4864166126040655
Jiangsu,maize,2014,historical,compound,-0.2227825568222098
Jiangsu,maize,2014,historical,drought,-0.5057538879404783
Jiangsu,maize,2014,historical,heat,-0.26635138158147037
Jiangsu,maize,2015,historical,compound,-0.7825095809038928
Jiangsu,maize,2015,historical,drought,-1.4002447097973676
Jiangsu,maize,2015,historical,heat,-0.863974390042546
Jiangsu,maize,2016,historical,compound,-0.031042578021109397
Jiangsu,maize,2016,historical,drought,-1.2463310499966445
Jiangsu,maize,2016,historical,heat,-0.12569777450080896
Jiangsu,maize,2017,historical,compound,-0.24239397082843203
Jiangsu,maize,2017,historical,drought,0.5954153715728303
Jiangsu,maize,2017,historical,heat,0.24782477224275876
Jiangsu,maize,2018,historical,compound,-0.029997528191066297
Jiangsu,maize,2018,historical,drought,0.11910668372133808
Jiangsu,maize,2018,historical,heat,0.11087900077300011
Jiangsu,maize,2019,historical,compound,0.15278571426518453
Jiangsu,maize,2019,historical,drought,0.9126230709431727
Jiangsu,maize,2019,historical,heat,-0.23852501748480107
Jiangsu,maize,2020,historical,compound,0.274760984472429
Jiangsu,maize,2020,historical,drought,-0.6677515644851737
Jiangsu,maize,2020,historical,heat,0.8119428170553409
Jiangsu,maize,2021,historical,compound,0.7407836608231508
Jiangsu,maize,2021,historical,drought,-1.097559875038987
Jiangsu,maize,2021,historical,heat,0.6065763528321547
Jiangsu,maize,2022,historical,compound,1.5463907694213275
Jiangsu,maize,2022,historical,drought,2.4601342282325036
Jiangsu,maize,2022,historical,heat,2.0565476351416856
Jiangsu,rice,1997,historical,compound,0.6767735436573715
Jiangsu,rice,1997,historical,drought,0.844404948477646
Jiangsu,rice,1997,historical,heat,-0.27463440120043914
Jiangsu,rice,1998,historical,compound,0.31714175445832377
Jiangsu,rice,1998,historical,drought,-1.4693444179846626
Jiangsu,rice,1998,historical,heat,0.21616311998990478
Jiangsu,rice,1999,historical,compound,-0.6563476943273039
Jiangsu,rice,1999,historical,drought,-1.2440001911403122
Jiangsu,rice,1999,historical,heat,-0.7021064202676617
Jiangsu,rice,2000,historical,compound,0.08059245441782374
Jiangsu,rice,2000,historical,drought,0.6961603831257411
Jiangsu,rice,2000,historical,heat,-0.36950194547226123
Jiangsu,rice,2001,historical,compound,-0.6175613707091393
Jiangsu,rice,2001,historical,drought,0.702619702370345
Jiangsu,rice,2001,historical,heat,-0.3876535534879058
Jiangsu,rice,2002,historical,compound,1.0258504562208532
Jiangsu,rice,2002,historical,drought,-0.6032142648036642
Jiangsu,rice,2002,historical,heat,-0.22128451637992486
Jiangsu,rice,2003,historical,compound,-0.6951340179454686
Jiangsu,rice,2003,historical,drought,-1.8170040055737002
Jiangsu,rice,2003,historical,heat,-0.4452789856886401
Jiangsu,rice,2004,historical,compound,0.7332364376225683
Jiangsu,rice,2004,historical,drought,1.1819116807773933
Jiangsu,rice,2004,historical,heat,1.061913720852031
Jiangsu,rice,2005,historical,compound,0.8108090848588976
Jiangsu,rice,2005,historical,drought,0.5060156085227199
Jiangsu,rice,2005,historical,heat,0.8020854599970079
Jiangsu,rice,2006,historical,compound,0.4263076078292783
Jiangsu,rice,2006,historical,drought,0.1736187965470032
Jiangsu,rice,2006,historical,heat,-0.06523788597498856
Jiangsu,rice,2007,historical,compound,-0.46241607623648084
Jiangsu,rice,2007,historical,drought,0.15901148758361247
Jiangsu,rice,2007,historical,heat,-0.30309559116176604
Jiangsu,rice,2008,historical,compound,-0.8502793124181269
Jiangsu,rice,2008,historical,drought,-0.5841091399642092
Jiangsu,rice,2008,historical,heat,-0.5557714168511926
Jiangsu,rice,2009,historical,compound,-0.30727078176382233
Jiangsu,rice,2009,historical,drought,0.8144869770384586
Jiangsu,rice,2009,historical,heat,-0.41572528462646147
Jiangsu,rice,2010,historical,compound,-0.3848434290001516
Jiangsu,rice,2010,historical,drought,-0.4385121655349305
Jiangsu,rice,2010,historical,heat,-0.05483038915623215
Jiangsu,rice,2011,historical,compound,-0.23305989367952015
Jiangsu,rice,2011,historical,drought,1.0036198432955648
Jiangsu,rice,2011,historical,heat,0.0029354795482250764
Jiangsu,rice,2012,historical,compound,-0.11333916367299934
Jiangsu,rice,2012,historical,drought,0.9065084820110295
Jiangsu,rice,2012,historical,heat,-0.3803697231337983
Jiangsu,rice,2013,historical,compound,-0.035766516436670136
Jiangsu,rice,2013,historical,drought,1.5754510786267677
Jiangsu,rice,2013,historical,heat,0.2228977807852591
Jiangsu,rice,2014,historical,compound,-0.46241607623648084
Jiangsu,rice,2014,historical,drought,-1.1514965783848135
Jiangsu,rice,2014,historical,heat,-0.5806473361050916
Jiangsu,rice,2015,historical,compound,-0.6563476943273039
Jiangsu,rice,2015,historical,drought,-1.273999571949391
Jiangsu,rice,2015,historical,heat,-0.6455011509093426
Jiangsu,rice,2016,historical,compound,-0.2296981345274932
Jiangsu,rice,2016,historical,drought,-2.880625584753068
Jiangsu,rice,2016,historical,heat,-0.21901145592710267
Jiangsu,rice,2017,historical,compound,-0.4236297526183162
Jiangsu,rice,2017,historical,drought,0.09970830450915007
Jiangsu,rice,2017,historical,heat,-0.08314407478993918
Jiangsu,rice,2018,historical,compound,-0.19091181090932854
Jiangsu,rice,2018,historical,drought,1.9200471254888054
Jiangsu,rice,2018,historical,heat,-0.13087962768425493
Jiangsu,rice,2019,historical,compound,-0.15212548729116396
Jiangsu,rice,2019,historical,drought,0.347133257744258
Jiangsu,rice,2019,historical,heat,-0.36969349265813095
Jiangsu,rice,2020,historical,compound,-0.15212548729116396
Jiangsu,rice,2020,historical,drought,-0.20768359775654752
Jiangsu,rice,2020,historical,heat,0.024137422046200934
Jiangsu,rice,2021,historical,compound,1.5056725746059068
Jiangsu,rice,2021,historical,drought,-1.0626127658057694
Jiangsu,rice,2021,historical,heat,1.1426396291345726
Jiangsu,rice,2022,historical,compound,1.046888785719912
Jiangsu,rice,2022,historical,drought,1.8019046075325715
Jiangsu,rice,2022,historical,heat,2.731594639121933
Jiangsu,soybean,1997,historical,compound,0.4577659031134303
Jiangsu,soybean,1997,historical,drought,0.9503516520146968
Jiangsu,soybean,1997,historical,heat,0.10792625735263561
Jiangsu,soybean,1998,historical,compound,-0.3490446604005499
Jiangsu,soybean,1998,historical,drought,-1.1147569585417507
Jiangsu,soybean,1998,historical,heat,-0.24508669697205224
Jiangsu,soybean,1999,historical,compound,-0.7318113352014736
Jiangsu,soybean,1999,historical,drought,-1.0254771430204122
Jiangsu,soybean,1999,historical,heat,-0.3259255210913288
Jiangsu,soybean,2000,historical,compound,0.8619192938357144
Jiangsu,soybean,2000,historical,drought,-0.178990326441527
Jiangsu,soybean,2000,historical,heat,0.5301436132198883
Jiangsu,soybean,2001,historical,compound,-0.6252670043228588
Jiangsu,soybean,2001,historical,drought,0.9131723328417851
Jiangsu,soybean,2001,historical,heat,-0.4970927937359404
Jiangsu,soybean,2002,historical,compound,1.0610105872596962
Jiangsu,soybean,2002,historical,drought,-0.8099970267174991
Jiangsu,soybean,2002,historical,heat,0.038892290371316585
Jiangsu,soybean,2003,historical,compound,-0.9431960626871873
Jiangsu,soybean,2003,historical,drought,-1.042322357823663
Jiangsu,soybean,2003,historical,heat,-0.5332286044338966
Jiangsu,soybean,2004,historical,compound,-0.44479177514802043
Jiangsu,soybean,2004,historical,drought,0.5614554117156251
Jiangsu,soybean,2004,historical,heat,-0.5047179682523071
Jiangsu,soybean,2005,historical,compound,-0.2525564706118008
Jiangsu,soybean,2005,historical,drought,0.14640115363830397
Jiangsu,soybean,2005,historical,heat,-0.32969621862509196
Jiangsu,soybean,2006,historical,compound,-0.0022356803562843947
Jiangsu,soybean,2006,historical,drought,0.33336982007181265
Jiangsu,soybean,2006,historical,heat,-0.2432530332924708
Jiangsu,soybean,2007,historical,compound,-0.1444120636321343
Jiangsu,soybean,2007,historical,drought,-0.03481946897292465
Jiangsu,soybean,2007,historical,heat,0.10707602898846091
Jiangsu,soybean,2008,historical,compound,-0.9128199230766624
Jiangsu,soybean,2008,historical,drought,-0.44601826259214955
Jiangsu,soybean,2008,historical,heat,-0.6811899960108435
Jiangsu,soybean,2009,historical,compound,-0.011328962215912619
Jiangsu,soybean,2009,historical,drought,0.638977313612886
Jiangsu,soybean,2009,historical,heat,-0.30397667602472994
Jiangsu,soybean,2010,historical,compound,-0.23287368896195604
Jiangsu,soybean,2010,historical,drought,0.5676145689265223
Jiangsu,soybean,2010,historical,heat,0.04929138286654781
Jiangsu,soybean,2011,historical,compound,-0.6535097091319813
Jiangsu,soybean,2011,historical,drought,0.11514750759939034
Jiangsu,soybean,2011,historical,heat,-0.2825506368158058
Jiangsu,soybean,2012,historical,compound,0.13191413846063857
Jiangsu,soybean,2012,historical,drought,0.8272983329521258
Jiangsu,soybean,2012,historical,heat,-0.5741912262363595
Jiangsu,soybean,2013,historical,compound,0.2863839557982204
Jiangsu,soybean,2013,historical,drought,0.4212919757471953
Jiangsu,soybean,2013,historical,heat,0.19242469443807356
Jiangsu,soybean,2014,historical,compound,-0.04802773201384921
Jiangsu,soybean,2014,historical,drought,-0.05039648926223661
Jiangsu,soybean,2014,historical,heat,0.16095500994650372
Jiangsu,soybean,2015,historical,compound,-0.9623454856366814
Jiangsu,soybean,2015,historical,drought,-1.164632877636495
Jiangsu,soybean,2015,historical,heat,-0.933337499613539
Jiangsu,soybean,2016,historical,compound,0.10143414067964973
Jiangsu,soybean,2016,historical,drought,-2.08183480513544
Jiangsu,soybean,2016,historical,heat,-0.12186725467100971
Jiangsu,soybean,2017,historical,compound,-0.1257959993829907
Jiangsu,soybean,2017,historical,drought,0.29590812925903803
Jiangsu,soybean,2017,historical,heat,0.2941439310749904
Jiangsu,soybean,2018,historical,compound,-0.06032116607558108
Jiangsu,soybean,2018,historical,drought,0.7028741949611509
Jiangsu,soybean,2018,historical,heat,0.14568750214397982
