i,c,t,s,k,exposure
Guizhou,rice,2018,historical,drought,-0.09090051756279693
Guizhou,rice,2018,historical,heat,-0.3787992117009081
Guizhou,rice,2019,historical,compound,0.49523179247082244
Guizhou,rice,2019,historical,drought,-0.8886648426293835
Guizhou,rice,2019,historical,heat,0.08010136650662579
Guizhou,rice,2020,historical,compound,-0.4395453119008512
Guizhou,rice,2020,historical,drought,-0.5199694539785995
Guizhou,rice,2020,historical,heat,0.028096130483906318
Guizhou,rice,2021,historical,compound,1.7571396153636398
Guizhou,rice,2021,historical,drought,0.16923369725278034
Guizhou,rice,2021,historical,heat,2.1211525595238085
Guizhou,rice,2022,historical,compound,0.8865486280276721
Guizhou,rice,2022,historical,drought,2.0872273251305327
Guizhou,rice,2022,historical,heat,1.020777090996706
Guizhou,soybean,1997,historical,compound,0.04773439253707095
Guizhou,soybean,1997,historical,drought,-0.8818269602783134
Guizhou,soybean,1997,historical,heat,-0.3148041518925676
Guizhou,soybean,1998,historical,compound,-0.5001895852981094
Guizhou,soybean,1998,historical,drought,-0.22341586509573574
Guizhou,soybean,1998,historical,heat,-0.48730676456216554
Guizhou,soybean,1999,historical,compound,-0.5433824780601245
Guizhou,soybean,1999,historical,drought,-0.8716161532574026
Guizhou,soybean,1999,historical,heat,-0.47866554908212705
Guizhou,soybean,2000,historical,compound,-0.47890907751664163
Guizhou,soybean,2000,historical,drought,-0.7268344292072332
Guizhou,soybean,2000,historical,heat,-0.5537146114301432
Guizhou,soybean,2001,historical,compound,-0.6463083460706474
Guizhou,soybean,2001,historical,drought,-0.07508367864507552
Guizhou,soybean,2001,historical,heat,-0.42456601779267733
Guizhou,soybean,2002,historical,compound,-0.41232557256634034
Guizhou,soybean,2002,historical,drought,-1.330923534126587
Guizhou,soybean,2002,historical,heat,-0.5794293203543521
Guizhou,soybean,2003,historical,compound,-0.2924364470649948
Guizhou,soybean,2003,historical,drought,-0.04580484573177394
Guizhou,soybean,2003,historical,heat,-0.34852709320610015
Guizhou,soybean,2004,historical,compound,-0.6186004835917159
Guizhou,soybean,2004,historical,drought,0.43119372276514417
Guizhou,soybean,2004,historical,heat,-0.609411702877329
Guizhou,soybean,2005,historical,compound,-0.27157911428785686
Guizhou,soybean,2005,historical,drought,0.9385839425208559
Guizhou,soybean,2005,historical,heat,0.01829492123624728
Guizhou,soybean,2006,historical,compound,0.78002089641708
Guizhou,soybean,2006,historical,drought,1.5504823285509692
Guizhou,soybean,2006,historical,heat,0.5025396097417566
Guizhou,soybean,2007,historical,compound,0.4639695876793881
Guizhou,soybean,2007,historical,drought,0.8566131464070428
Guizhou,soybean,2007,historical,heat,-0.47937470801036536
Guizhou,soybean,2008,historical,compound,-0.337107567034749
Guizhou,soybean,2008,historical,drought,-0.08326118549145696
Guizhou,soybean,2008,historical,heat,-0.4148234587460758
Guizhou,soybean,2009,historical,compound,0.6399063153376753
Guizhou,soybean,2009,historical,drought,1.5315886166343542
Guizhou,soybean,2009,historical,heat,0.4398545904751335
Guizhou,soybean,2010,historical,compound,0.2763448635473235
Guizhou,soybean,2010,historical,drought,-0.4144236508621395
Guizhou,soybean,2010,historical,heat,0.03325348198032829
Guizhou,soybean,2011,historical,compound,2.0864610134034614
Guizhou,soybean,2011,historical,drought,2.613514302156154
Guizhou,soybean,2011,historical,heat,1.1730684217960636
Guizhou,soybean,2012,historical,compound,-0.28811919677434966
Guizhou,soybean,2012,historical,drought,-1.1996875896688162
Guizhou,soybean,2012,historical,heat,-0.629673155447554
Guizhou,soybean,2013,historical,compound,0.1467661852612786
Guizhou,soybean,2013,historical,drought,1.2585171872998846
Guizhou,soybean,2013,historical,heat,0.06750382895604307
Guizhou,soybean,2014,historical,compound,-0.7384896090930616
Guizhou,soybean,2014,historical,drought,-1.2189170932637123
Guizhou,soybean,2014,historical,heat,-0.3198238541334146
Guizhou,soybean,2015,historical,compound,-0.9335967401259987
Guizhou,soybean,2015,historical,drought,-1.7129633943155342
Guizhou,soybean,2015,historical,heat,-0.752677362254587
Guizhou,soybean,2016,historical,compound,-0.12503717851098908
Guizhou,soybean,2016,historical,drought,-0.17800607199425164
Guizhou,soybean,2016,historical,heat,-0.42050097368446454
Guizhou,soybean,2017,historical,compound,-0.39684054228325666
Guizhou,soybean,2017,historical,drought,-0.1067433231187483
Guizhou,soybean,2017,historical,heat,-0.35898550915105804
Guizhou,soybean,2018,historical,compound,0.23209691858189938
Guizhou,soybean,2018,historical,drought,-0.20684630670097812
Guizhou,soybean,2018,historical,heat,0.10528200575180657
Guizhou,soybean,2019,historical,compound,-0.23807577431054128
Guizhou,soybean,2019,historical,drought,-0.60411668865086
Guizhou,soybean,2019,historical,heat,-0.12766080431787472
Guizhou,soybean,2020,historical,compound,-0.25029860650638897
Guizhou,soybean,2020,historical,drought,-1.133596508422437
Guizhou,soybean,2020,historical,heat,1.478732712277827
Guizhou,soybean,2021,historical,compound,1.5935295855218137
Guizhou,soybean,2021,historical,drought,0.18972333396022703
Guizhou,soybean,2021,historical,heat,1.9515395744215358
Guizhou,soybean,2022,historical,compound,0.8044665608087751
Guizhou,soybean,2022,historical,drought,1.643850698536412
Guizhou,soybean,2022,historical,heat,1.5298758903061145
Guizhou,wheat,1998,historical,compound,-0.32904157211339946
Guizhou,wheat,1998,historical,drought,-1.0077463275437253
Guizhou,wheat,1998,historical,heat,-0.38126938599514215
Guizhou,wheat,1999,historical,compound,-0.02380716949482577
Guizhou,wheat,1999,historical,drought,0.9593498766543297
Guizhou,wheat,1999,historical,heat,-0.21209497467574004
Guizhou,wheat,2000,historical,compound,-0.03290337803357277
Guizhou,wheat,2000,historical,drought,-0.8616980631866432
Guizhou,wheat,2000,historical,heat,-0.34105138979439004
Guizhou,wheat,2001,historical,compound,-0.26421493969502463
Guizhou,wheat,2001,historical,drought,-1.0996160202271381
Guizhou,wheat,2001,historical,heat,-0.5019983115605527
Guizhou,wheat,2002,historical,compound,-0.4739542367100537
Guizhou,wheat,2002,historical,drought,-0.6782005702350818
Guizhou,wheat,2002,historical,heat,-0.3901921349320749
Guizhou,wheat,2003,historical,compound,-0.5694493423135983
Guizhou,wheat,2003,historical,drought,0.11144226098537002
Guizhou,wheat,2003,historical,heat,-0.7732334260633923
Guizhou,wheat,2004,historical,compound,-0.6086573553070694
Guizhou,wheat,2004,historical,drought,0.9268018270165688
Guizhou,wheat,2004,historical,heat,-0.39167496836723475
Guizhou,wheat,2005,historical,compound,-0.6655011166475887
Guizhou,wheat,2005,historical,drought,0.8718630343504884
Guizhou,wheat,2005,historical,heat,0.008741836520825608
Guizhou,wheat,2006,historical,compound,0.19785151489743333
Guizhou,wheat,2006,historical,drought,1.5731341004641262
Guizhou,wheat,2006,historical,heat,-0.03936495744844617
Guizhou,wheat,2007,historical,compound,0.6769970491064937
Guizhou,wheat,2007,historical,drought,1.1006546915857196
Guizhou,wheat,2007,historical,heat,0.5377237354571281
Guizhou,wheat,2008,historical,compound,0.18481879005931165
Guizhou,wheat,2008,historical,drought,1.2832276785865753
Guizhou,wheat,2008,historical,heat,-0.375708600926767
Guizhou,wheat,2009,historical,compound,0.5212783345935009
Guizhou,wheat,2009,historical,drought,0.6943530146318443
Guizhou,wheat,2009,historical,heat,-0.01003857823501921
Guizhou,wheat,2010,historical,compound,0.1989648523583248
Guizhou,wheat,2010,historical,drought,1.4486299003144414
Guizhou,wheat,2010,historical,heat,0.25563085316377093
Guizhou,wheat,2011,historical,compound,0.9259443591149937
Guizhou,wheat,2011,historical,drought,0.6549570518679
Guizhou,wheat,2011,historical,heat,0.6057241813580371
Guizhou,wheat,2012,historical,compound,-0.08919047064364631
Guizhou,wheat,2012,historical,drought,-0.5724643986420713
Guizhou,wheat,2012,historical,heat,-0.2465910728858286
Guizhou,wheat,2013,historical,compound,0.43376610006781186
Guizhou,wheat,2013,historical,drought,0.8673438977114613
Guizhou,wheat,2013,historical,heat,0.7125937186066036
Guizhou,wheat,2014,historical,compound,-0.7132486694493609
Guizhou,wheat,2014,historical,drought,-0.2954141811168942
Guizhou,wheat,2014,historical,heat,-0.6455826803573771
Guizhou,wheat,2015,historical,compound,0.17627925025101046
Guizhou,wheat,2015,historical,drought,-0.45797059770092813
Guizhou,wheat,2015,historical,heat,0.2963421599030312
Guizhou,wheat,2016,historical,compound,-0.36026671402901506
Guizhou,wheat,2016,historical,drought,-1.6153181285533718
Guizhou,wheat,2016,historical,heat,-0.3924985413351514
Guizhou,wheat,2017,historical,compound,-0.5694493423135983
Guizhou,wheat,2017,historical,drought,-0.4938655999681787
Guizhou,wheat,2017,historical,heat,-0.9047629343421474
Guizhou,wheat,2018,historical,compound,0.3200785773867732
Guizhou,wheat,2018,historical,drought,0.2834059218260012
Guizhou,wheat,2018,historical,heat,-0.11852132164214423
Guizhou,wheat,2019,historical,compound,-0.024363838225271495
Guizhou,wheat,2019,historical,drought,-1.5877998217814602
Guizhou,wheat,2019,historical,heat,0.036709023624498995
Guizhou,wheat,2020,historical,compound,-0.32105870103554396
Guizhou,wheat,2020,historical,drought,-0.37836841397894866
Guizhou,wheat,2020,historical,heat,1.165439585173275
Guizhou,wheat,2021,historical,compound,0.6730605328071192
Guizhou,wheat,2021,historical,drought,-1.3057166946979093
Guizhou,wheat,2021,historical,heat,1.2202317090328603
Guizhou,wheat,2022,historical,compound,0.7360674853687961
Guizhou,wheat,2022,historical,drought,-0.4209844383624764
Guizhou,wheat,2022,historical,heat,0.885446475721377
Hainan,maize,1997,historical,compound,-1.00530997593876
Hainan,maize,1997,historical,drought,-1.5285986444766884
Hainan,maize,1997,historical,heat,-0.34600720872120067
Hainan,maize,1998,historical,compound,1.1036434757559024
Hainan,maize,1998,historical,drought,1.2429165682343235
Hainan,maize,1998,historical,heat,1.5398664401443494
Hainan,maize,1999,historical,compound,-0.19329198116537774
Hainan,maize,1999,historical,drought,-0.08621233481494305
Hainan,maize,1999,historical,heat,0.08594185922791635
Hainan,maize,2000,historical,compound,-1.0887709149658311
Hainan,maize,2000,historical,drought,-0.43995625560916474
Hainan,maize,2000,historical,heat,0.1589557657839931
Hainan,maize,2001,historical,compound,-0.14934826737560247
Hainan,maize,2001,historical,drought,-1.4920927959431156
Hainan,maize,2001,historical,heat,0.5369165768360903
Hainan,maize,2002,historical,compound,0.46701027390664623
Hainan,maize,2002,historical,drought,0.6055493864496939
Hainan,maize,2002,historical,heat,0.8125376729897531
Hainan,maize,2003,historical,compound,0.423066560116871
Hainan,maize,2003,historical,drought,0.8120407612812031
Hainan,maize,2003,historical,heat,1.5468537591081908
Hainan,maize,2004,historical,compound,0.2175220336240592
Hainan,maize,2004,historical,drought,0.07075422318827407
Hainan,maize,2004,historical,heat,0.3979879892136906
Hainan,maize,2005,historical,compound,-0.45122035540358807
Hainan,maize,2005,historical,drought,2.3155789006949816
Hainan,maize,2005,historical,heat,0.5534020194293462
Hainan,maize,2006,historical,compound,0.19165126950976005
Hainan,maize,2006,historical,drought,1.4099011978078664
Hainan,maize,2006,historical,heat,0.6148302180565134
Hainan,maize,2007,historical,compound,0.06151732446831456
Hainan,maize,2007,historical,drought,1.300999586246155
Hainan,maize,2007,historical,heat,0.2641224767837649
Hainan,maize,2008,historical,compound,0.3057992375835285
Hainan,maize,2008,historical,drought,1.6384623602070567
Hainan,maize,2008,historical,heat,-0.22574361039200608
Hainan,maize,2009,historical,compound,-1.4345867167835917
Hainan,maize,2009,historical,drought,-1.0901379449524333
Hainan,maize,2009,historical,heat,-1.015738205269616
Hainan,maize,2010,historical,compound,0.2704334627025258
Hainan,maize,2010,historical,drought,0.41555635233654037
Hainan,maize,2010,historical,heat,-0.480415615611542
Hainan,maize,2011,historical,compound,-0.8061413916081336
Hainan,maize,2011,historical,drought,-0.029138745114729803
Hainan,maize,2011,historical,heat,-1.050605750400867
Hainan,maize,2012,historical,compound,-0.7621976778183583
Hainan,maize,2012,historical,drought,-0.760521787398924
Hainan,maize,2012,historical,heat,-0.8986501941804829
Hainan,maize,2013,historical,compound,-0.07485504363722299
Hainan,maize,2013,historical,drought,-0.7458767398879579
Hainan,maize,2013,historical,heat,-1.1336830091657346
Hainan,maize,2014,historical,compound,0.08738808858261375
Hainan,maize,2014,historical,drought,-0.8628085738408089
Hainan,maize,2014,historical,heat,-0.3581402657421682
Hainan,maize,2015,historical,compound,1.0820613952409337
Hainan,maize,2015,historical,drought,1.3631665773121544
Hainan,maize,2015,historical,heat,0.3585715125392092
Hainan,maize,2016,historical,compound,0.03954546757342697
Hainan,maize,2016,historical,drought,-1.1407088375627423
Hainan,maize,2016,historical,heat,-0.7216708805615989
Hainan,maize,2017,historical,compound,-0.10033603137160334
Hainan,maize,2017,historical,drought,-1.3771565912736712
Hainan,maize,2017,historical,heat,-0.6217481182566674
Hainan,maize,2018,historical,compound,-0.8265535712732343
Hainan,maize,2018,historical,drought,-3.0213332072941803
Hainan,maize,2018,historical,heat,-1.3326688712836134
Hainan,maize,2019,historical,compound,0.8879616189795868
Hainan,maize,2019,historical,drought,0.030075353668459925
Hainan,maize,2019,historical,heat,0.0989918510892575
Hainan,maize,2020,historical,compound,1.0420168745256257
Hainan,maize,2020,historical,drought,0.875795396744751
Hainan,maize,2020,historical,heat,0.5283547769191425
Hainan,maize,2021,historical,compound,0.9733720116163637
Hainan,maize,2021,historical,drought,1.3920789864809493
Hainan,maize,2021,historical,heat,0.7684242134415263
Hainan,maize,2022,historical,compound,-0.2603771668448529
Hainan,maize,2022,historical,drought,-0.8983331924830589
Hainan,maize,2022,historical,heat,-0.08068540197724254
Hainan,rice,1997,historical,compound,-0.6515889949049707
Hainan,rice,1997,historical,drought,-1.7291117230770507
Hainan,rice,1997,historical,heat,-0.4372444752666791
Hainan,rice,1998,historical,compound,0.9663195597703825
Hainan,rice,1998,historical,drought,0.8428102862622672
Hainan,rice,1998,historical,heat,0.9647192164026911
Hainan,rice,1999,historical,compound,-0.39855574877798006
Hainan,rice,1999,historical,drought,-0.35380975536462145
Hainan,rice,1999,historical,heat,-0.08579594802065404
Hainan,rice,2000,historical,compound,-0.513984255535441
Hainan,rice,2000,historical,drought,-0.8803067744620918
Hainan,rice,2000,historical,heat,-0.006962648801067783
Hainan,rice,2001,historical,compound,0.02208948442541499
Hainan,rice,2001,historical,drought,-0.9362315814143317
Hainan,rice,2001,historical,heat,0.4541538850436368
Hainan,rice,2002,historical,compound,0.13490680111825365
Hainan,rice,2002,historical,drought,0.2988444125723407
Hainan,rice,2002,historical,heat,0.6319609903361738
Hainan,rice,2003,historical,compound,0.5540237694391279
Hainan,rice,2003,historical,drought,1.3080327257507354
Hainan,rice,2003,historical,heat,1.1056149345990853
Hainan,rice,2004,historical,compound,0.5463754073874747
Hainan,rice,2004,historical,drought,0.7211420012869394
Hainan,rice,2004,historical,heat,0.16064171784610834
Hainan,rice,2005,historical,compound,0.07515781805730175
Hainan,rice,2005,historical,drought,2.304214101199827
Hainan,rice,2005,historical,heat,0.7622326661231817
Hainan,rice,2006,historical,compound,0.9793671520836281
Hainan,rice,2006,historical,drought,2.0230224522167113
Hainan,rice,2006,historical,heat,0.9965027828059563
Hainan,rice,2007,historical,compound,-0.27446113562404556
Hainan,rice,2007,historical,drought,1.0686415873171
Hainan,rice,2007,historical,heat,0.30594011585791875
Hainan,rice,2008,historical,compound,-0.0714490552253354
Hainan,rice,2008,historical,drought,0.5065402769329025
Hainan,rice,2008,historical,heat,-0.3353669188551099
Hainan,rice,2009,historical,compound,-1.2238964634947245
Hainan,rice,2009,historical,drought,-0.9706155660504289
Hainan,rice,2009,historical,heat,-0.8999624559074993
Hainan,rice,2010,historical,compound,0.14982730770147676
Hainan,rice,2010,historical,drought,0.14750635625404296
Hainan,rice,2010,historical,heat,-0.19704614991364192
Hainan,rice,2011,historical,compound,-1.0710417664485261
Hainan,rice,2011,historical,drought,-0.741237233415567
Hainan,rice,2011,historical,heat,-0.9825875099323712
Hainan,rice,2012,historical,compound,-0.20471435576050034
Hainan,rice,2012,historical,drought,-0.6270668008619382
Hainan,rice,2012,historical,heat,-1.0446771319906398
Hainan,rice,2013,historical,compound,-0.592693222026444
Hainan,rice,2013,historical,drought,-0.4821039097492409
Hainan,rice,2013,historical,heat,-1.1126515196437916
Hainan,rice,2014,historical,compound,0.05877813212012454
Hainan,rice,2014,historical,drought,-0.7517606268273407
Hainan,rice,2014,historical,heat,-0.2816856110503114
Hainan,rice,2015,historical,compound,0.6712785187008181
Hainan,rice,2015,historical,drought,0.7302158654681904
Hainan,rice,2015,historical,heat,0.18522875880890488
Hainan,rice,2016,historical,compound,0.13147366147067532
Hainan,rice,2016,historical,drought,-0.33533038879618204
Hainan,rice,2016,historical,heat,0.07325387397630799
Hainan,rice,2017,historical,compound,-0.82270511034725
Hainan,rice,2017,historical,drought,-1.5650599144839914
Hainan,rice,2017,historical,heat,-0.6385432464416455
Hainan,rice,2018,historical,compound,-0.5832700774643751
Hainan,rice,2018,historical,drought,-1.9103996574501925
Hainan,rice,2018,historical,heat,-1.0946561473607934
Hainan,rice,2019,historical,compound,1.3026920601525622
Hainan,rice,2019,historical,drought,0.5069057531467963
Hainan,rice,2019,historical,heat,0.31843829668486623
Hainan,rice,2020,historical,compound,0.5089701139367542
Hainan,rice,2020,historical,drought,0.8735062071508177
Hainan,rice,2020,historical,heat,0.7144756707042679
Hainan,rice,2021,historical,compound,0.601869113422135
Hainan,rice,2021,historical,drought,0.504375512178845
Hainan,rice,2021,historical,heat,0.5371533090277851
Hainan,rice,2022,historical,compound,-0.29476871417653566
Hainan,rice,2022,historical,drought,-0.5527236057845417
Hainan,rice,2022,historical,heat,-0.09313645503268339
Hainan,soybean,1997,historical,compound,-0.5832553036390796
Hainan,soybean,1997,historical,drought,-0.9815603482896925
Hainan,soybean,1997,historical,heat,-0.3448721052331886
Hainan,soybean,1998,historical,compound,0.7933111878666229
Hainan,soybean,1998,historical,drought,0.6099144093139915
Hainan,soybean,1998,historical,heat,0.7920344094641679
Hainan,soybean,1999,historical,compound,-0.16876098077069046
Hainan,soybean,1999,historical,drought,-0.6233750609729074
Hainan,soybean,1999,historical,heat,-0.36283766242830745
Hainan,soybean,2000,historical,compound,-0.6149186496750966
Hainan,soybean,2000,historical,drought,-1.6705474874448487
Hainan,soybean,2000,historical,heat,-0.10183776674016
Hainan,soybean,2001,historical,compound,-0.06880187391402416
Hainan,soybean,2001,historical,drought,-1.3345635552391124
Hainan,soybean,2001,historical,heat,0.46201065037121863
Hainan,soybean,2002,historical,compound,-0.40550348091072747
Hainan,soybean,2002,historical,drought,-0.5665753477869815
Hainan,soybean,2002,historical,heat,-0.11063599901741539
Hainan,soybean,2003,historical,compound,-0.006840831060346941
Hainan,soybean,2003,historical,drought,0.8715419455094536
Hainan,soybean,2003,historical,heat,0.8440453752438501
Hainan,soybean,2004,historical,compound,0.5436109292979922
Hainan,soybean,2004,historical,drought,1.3148716480506686
Hainan,soybean,2004,historical,heat,0.16567529201864686
Hainan,soybean,2005,historical,compound,-0.41992230934717295
Hainan,soybean,2005,historical,drought,2.4993124342852377
Hainan,soybean,2005,historical,heat,1.139181009053848
Hainan,soybean,2006,historical,compound,1.123486205254282
Hainan,soybean,2006,historical,drought,2.606204615259736
Hainan,soybean,2006,historical,heat,0.9507928659309989
Hainan,soybean,2007,historical,compound,-0.09822538951197486
Hainan,soybean,2007,historical,drought,0.9066080600798857
Hainan,soybean,2007,historical,heat,0.18152915956154833
Hainan,soybean,2008,historical,compound,-0.17017382535225348
Hainan,soybean,2008,historical,drought,0.7107490542632626
Hainan,soybean,2008,historical,heat,0.09539698343464977
Hainan,soybean,2009,historical,compound,-0.9214662060699235
Hainan,soybean,2009,historical,drought,-0.7486284996382144
Hainan,soybean,2009,historical,heat,-1.110358015659822
Hainan,soybean,2010,historical,compound,0.12770376184803997
Hainan,soybean,2010,historical,drought,-0.19647712888688393
Hainan,soybean,2010,historical,heat,0.017925176487448163
Hainan,soybean,2011,historical,compound,-0.842942955194312
Hainan,soybean,2011,historical,drought,-0.2408018567350333
Hainan,soybean,2011,historical,heat,-0.9173770234251434
Hainan,soybean,2012,historical,compound,-0.05082682131052665
Hainan,soybean,2012,historical,drought,-0.010979733414574552
Hainan,soybean,2012,historical,heat,-1.2218047764939646
Hainan,soybean,2013,historical,compound,-0.6004998212386512
Hainan,soybean,2013,historical,drought,-0.5187548492822628
Hainan,soybean,2013,historical,heat,-1.6591316205377835
Hainan,soybean,2014,historical,compound,0.48311095645216673
Hainan,soybean,2014,historical,drought,-0.4516268928487867
Hainan,soybean,2014,historical,heat,0.01485125151166374
Hainan,soybean,2015,historical,compound,0.519252933301234
Hainan,soybean,2015,historical,drought,0.9457875685396191
Hainan,soybean,2015,historical,heat,0.5684945482238011
Hainan,soybean,2016,historical,compound,0.18308998966638423
Hainan,soybean,2016,historical,drought,-1.3380386958841914
Hainan,soybean,2016,historical,heat,-0.5956044617170987
Hainan,soybean,2017,historical,compound,-0.7019199981031693
Hainan,soybean,2017,historical,drought,-1.5925586513417975
Hainan,soybean,2017,historical,heat,-0.4668974088445436
Hainan,soybean,2018,historical,compound,-0.16018643236565208
Hainan,soybean,2018,historical,drought,-0.9619479685393121
Hainan,soybean,2018,historical,heat,-0.9800280027839424
Hainan,soybean,2019,historical,compound,1.0653214836360179
Hainan,soybean,2019,historical,drought,-0.2653725109166558
Hainan,soybean,2019,historical,heat,-0.07121576254965707
Hainan,soybean,2020,historical,compound,0.5004519249043158
Hainan,soybean,2020,historical,drought,1.3021667432168678
Hainan,soybean,2020,historical,heat,1.5796086547363786
Hainan,soybean,2021,historical,compound,0.9565969867953235
Hainan,soybean,2021,historical,drought,0.8363881726374366
Hainan,soybean,2021,historical,heat,1.2001462775246752
Hainan,soybean,2022,historical,compound,-0.481691480558778
Hainan,soybean,2022,historical,drought,-1.1017360639349238
Hainan,soybean,2022,historical,heat,-0.06909104813187102
Hebei,maize,1997,historical,compound,0.5536973301099853
Hebei,maize,1997,historical,drought,1.3402631324602279
Hebei,maize,1997,historical,heat,0.4464070637142242
Hebei,maize,1998,historical,compound,-1.1537593751668511
Hebei,maize,1998,historical,drought,-2.273363205290181
Hebei,maize,1998,historical,heat,-0.7587050231784968
Hebei,maize,1999,historical,compound,0.04864817532932455
Hebei,maize,1999,historical,drought,0.2917817235111105
Hebei,maize,1999,historical,heat,-0.014200026387889345
Hebei,maize,2000,historical,compound,0.3503631738074377
Hebei,maize,2000,historical,drought,0.39802247486744885
Hebei,maize,2000,historical,heat,0.4571982943449912
Hebei,maize,2001,historical,compound,0.9253424571759855
Hebei,maize,2001,historical,drought,1.5746957256395007
Hebei,maize,2001,historical,heat,0.48976634790168944
Hebei,maize,2002,historical,compound,-0.08916100130614797
Hebei,maize,2002,historical,drought,0.9910051705428159
Hebei,maize,2002,historical,heat,0.032967951714843534
Hebei,maize,2003,historical,compound,-0.42992768042115426
Hebei,maize,2003,historical,drought,-1.3775264297855792
Hebei,maize,2003,historical,heat,-0.7204743496955897
Hebei,maize,2004,historical,compound,-0.5569962567014083
Hebei,maize,2004,historical,drought,-0.41527502896569096
Hebei,maize,2004,historical,heat,-0.7139794878294855
Hebei,maize,2005,historical,compound,-0.2208317297879284
Hebei,maize,2005,historical,drought,0.02637656040335153
Hebei,maize,2005,historical,heat,0.3638335910331747
Hebei,maize,2006,historical,compound,-0.1466624570725735
Hebei,maize,2006,historical,drought,-0.027980910076159955
Hebei,maize,2006,historical,heat,-0.6064835888745176
Hebei,maize,2007,historical,compound,0.8721376078685492
Hebei,maize,2007,historical,drought,0.7093428485160173
Hebei,maize,2007,historical,heat,-0.045749986036707525
Hebei,maize,2008,historical,compound,-0.26611208166635353
Hebei,maize,2008,historical,drought,-1.093350968630687
Hebei,maize,2008,historical,heat,-0.4967287210628268
Hebei,maize,2009,historical,compound,0.35881201047882416
Hebei,maize,2009,historical,drought,1.2545542928693962
Hebei,maize,2009,historical,heat,0.11343576780286992
Hebei,maize,2010,historical,compound,-0.1771455340098805
Hebei,maize,2010,historical,drought,-0.693908548253665
Hebei,maize,2010,historical,heat,-0.25653111789994537
Hebei,maize,2011,historical,compound,-0.5177621065229469
Hebei,maize,2011,historical,drought,0.2395883071767975
Hebei,maize,2011,historical,heat,-0.5119268763871102
Hebei,maize,2012,historical,compound,-0.11062515473804953
Hebei,maize,2012,historical,drought,-0.6357227523903626
Hebei,maize,2012,historical,heat,-0.47768756437012067
Hebei,maize,2013,historical,compound,-0.32215126091716934
Hebei,maize,2013,historical,drought,-0.3298597480499675
Hebei,maize,2013,historical,heat,-0.3135621848399642
Hebei,maize,2014,historical,compound,0.3891449808141914
Hebei,maize,2014,historical,drought,1.4320995830328827
Hebei,maize,2014,historical,heat,0.305616930195651
Hebei,maize,2015,historical,compound,0.08124336540816406
Hebei,maize,2015,historical,drought,0.07047239584098193
Hebei,maize,2015,historical,heat,-0.2888012027362662
Hebei,maize,2016,historical,compound,-0.8222814931873895
Hebei,maize,2016,historical,drought,-0.8507143926427082
Hebei,maize,2016,historical,heat,-0.6066707570434285
Hebei,maize,2017,historical,compound,0.2153260224186663
Hebei,maize,2017,historical,drought,0.36534606973554967
Hebei,maize,2017,historical,heat,0.9536305012767016
Hebei,maize,2018,historical,compound,-0.5013067008726357
Hebei,maize,2018,historical,drought,-0.5347696508972459
Hebei,maize,2018,historical,heat,0.2770370154347387
Hebei,maize,2019,historical,compound,0.39959584126146624
Hebei,maize,2019,historical,drought,0.970307628304619
Hebei,maize,2019,historical,heat,-0.04399721301761067
Hebei,maize,2020,historical,compound,0.39134691922687365
Hebei,maize,2020,historical,drought,0.045443875319470396
Hebei,maize,2020,historical,heat,1.5173377857484398
Hebei,maize,2021,historical,compound,-0.7057863633818791
Hebei,maize,2021,historical,drought,-1.860736064496902
Hebei,maize,2021,historical,heat,-0.4144420659036682
Hebei,maize,2022,historical,compound,1.4348513118529003
Hebei,maize,2022,historical,drought,0.383907911258982
Hebei,maize,2022,historical,heat,1.3127089160963044
Hebei,rice,1997,historical,compound,0.21373191138469436
Hebei,rice,1997,historical,drought,1.2955122350747381
Hebei,rice,1997,historical,heat,-0.02429386743122297
Hebei,rice,1998,historical,compound,-0.7533142093599392
Hebei,rice,1998,historical,drought,-1.4238460164370526
Hebei,rice,1998,historical,heat,-0.32788473473403096
Hebei,rice,1999,historical,compound,-0.019693014312286133
Hebei,rice,1999,historical,drought,0.19751162214253112
Hebei,rice,1999,historical,heat,-0.0710535195404852
Hebei,rice,2000,historical,compound,0.11369265751455987
Hebei,rice,2000,historical,drought,-0.5206998772649829
Hebei,rice,2000,historical,heat,0.024649333707084203
Hebei,rice,2001,historical,compound,0.34711758321154035
Hebei,rice,2001,historical,drought,0.07284874531437731
Hebei,rice,2001,historical,heat,-0.06948838064823763
Hebei,rice,2002,historical,compound,-0.18642510409584365
Hebei,rice,2002,historical,drought,-0.011900317985625039
Hebei,rice,2002,historical,heat,-0.1466033679898005
Hebei,rice,2003,historical,compound,-0.35315719387940114
Hebei,rice,2003,historical,drought,-1.5930332533921223
Hebei,rice,2003,historical,heat,-0.36725697560364795
Hebei,rice,2004,historical,compound,0.20942704834710568
Hebei,rice,2004,historical,drought,0.6173160982437466
Hebei,rice,2004,historical,heat,-0.03578280119606133
Hebei,rice,2005,historical,compound,0.40950555608737466
Hebei,rice,2005,historical,drought,1.6608331111491703
Hebei,rice,2005,historical,heat,1.028491643539276
Hebei,rice,2006,historical,compound,-0.21977152205255512
Hebei,rice,2006,historical,drought,0.9126368827453604
Hebei,rice,2006,historical,heat,-0.32135336340154613
Hebei,rice,2007,historical,compound,0.34711758321154035
Hebei,rice,2007,historical,drought,0.0963026288284506
Hebei,rice,2007,historical,heat,-0.17302463874099394
Hebei,rice,2008,historical,compound,-0.25311794000926663
